Elexon ID,Name,Minor FLOP,Major FLOP,P(Gross),Q Gross,Q net,Embedded Storage,Embedded Solar,Embedded Wind,Embedded Hydro,Embedded Other,Dx Storage Demand,Micro storage Demand,DSR
ABNE_P,Abernethy,T4,T,42.44,2.0,0.6,1,74,26,2,3,0,0,-2.18
ABTH_1,Aberthaw,H2,H,211,17.4,-22.5,2,167,1,0,70,0,0,-10.15
ABHA1,Abham,F6,F,302,14.2,-6.6,32,478,1,2,88,0,0,-13.60
ACTL_C,Acton Lane 22kV,A7,A,42,1.7,-0.7,0,4,0,0,2,0,0,-2.03
ACTL_2,Acton Lane 66kV,A7,A,26,-0.1,-0.6,1,14,0,0,1,0,0,-1.43
ALNE_P,Alness,T5,T,30,0.4,-0.4,0,14,32,7,5,0,0,-1.84
ALST_3,Alpha Steel (Uskmouth),H2,H,14,2.5,2.2,0,8,0,0,4,0,0,-0.06
ALVE1,Alverdiscott,F6,F,256,38.0,19.6,14,611,227,2,30,0,0,-12.56
AMEM_1,Amersham Main,A6,A,105,15.4,5.0,153,38,0,0,3,0,0,-3.59
ARBR_P,Arbroath,T4,T,36,1.9,1.2,1,87,7,0,3,0,0,-2.00
ARDK_P,Ardkinglas,T3,T,0,0.0,0.0,0,3,0,5,0,0,0,0.00
ARMO_P,Ardmore,T1,T,34,5.3,1.5,1,21,45,0,1,0,0,-1.69
AXMI1,Axminster,E1,E,192,25.4,8.9,56,432,0,0,11,0,0,-9.09
AYRR,Ayr,S6,S,51,4.4,0.8,0,4,0,0,0,0,0,-2.88
BAIN,Bainsford,S5,S,22,4.3,1.1,0,12,4,0,1,0,0,-0.98
BARKC1,Barking,A1,A,121,47.0,9.7,2,43,0,0,84,0,0,-6.09
BARKW3,Barking West,A1,A,230,41.1,11.7,0,6,0,0,34,0,0,-12.61
BAGA,Bathgate,S5,S,44,12.1,5.9,1,20,74,0,2,0,0,-2.19
BEAU_P,Beauly,T1,T,29,4.5,2.8,1,10,3,6,0,0,0,-1.72
BEDDT1,Beddington (_C),A8,A,168,45.5,10.5,1,17,0,0,4,0,0,-6.03
BEDD_1,Beddington (_J),A8,A,499,108.0,-6.7,3,50,0,1,55,0,0,-22.21
BESW_1,Berkswell,L3,L,354,-16.3,-48.9,4,142,0,0,30,0,0,-18.24
BERB_P,Berryburn,T1,T,0,0.0,0.0,0,0,0,0,0,0,0,0.00
BERW,Berwick,S6,S,40,7.8,0.6,1,15,145,0,1,0,0,-2.78
BICF_1,Bicker Fen,K4,K,163,22.2,7.7,10,518,212,0,20,0,0,-7.68
BIRK_1,Birkenhead,N3,N,243,-15.8,-60.8,2,39,0,0,26,0,0,-11.54
BISW_1,Bishops Wood,L2,L,565,52.9,18.6,125,343,50,0,386,0,0,-27.10
BLYTB1,Blyth 66kV,Q6,Q,463,-6.3,-5.5,4,89,119,0,33,0,0,-25.37
BLYTH132,Blyth 132kV,Q6,Q,69,-0.5,-0.5,1,81,151,0,3,0,0,-3.32
BOAG_P,Boat of Garten,T1,T,25,-0.2,-0.9,0,9,0,11,1,0,0,-1.51
BOLN_1,Bolney,B1,B,918,142.2,-52.9,148,260,0,0,82,0,0,-46.51
BONN,Bonnybridge,S5,S,71,7.9,1.9,21,19,20,1,5,0,0,-3.29
BOTW_1,Botley Wood,B2,B,167,45.5,11.7,63,206,0,0,5,0,0,-8.10
BRAC_P,Braco West,T4,T,33,4.7,3.0,1,18,1,5,2,0,0,-1.64
BRAW_1,Bradford West,P1,P,444,53.9,-69.4,40,90,31,1,64,0,0,-22.77
BRAP,Braehead Park,S6,S,34,4.5,3.5,0,5,0,0,0,0,0,-1.87
BRAI_1,Braintree,J8,J,246,-6.8,-10.4,14,134,0,0,15,0,0,-11.85
BRFO_1,Bramford,J5,J,779,47.8,-57.2,192,694,74,0,218,0,0,-41.75
BRLE_1,Bramley,B4,B,605,-19.4,-69.6,26,262,1,0,93,0,0,-33.38
BRED_1,Bredbury,N2,N,316,64.1,-34.9,73,63,0,0,89,0,0,-15.54
BRID_P,Bridge of Dun,T4,T,31,9.6,8.4,1,13,12,0,3,0,0,-1.67
BRWA1,Bridgewater,E7,E,229,15.2,8.0,19,546,3,0,35,0,0,-10.68
BRIM_1,Brimsdown,A3,A,325,46.7,-22.6,2,85,0,0,16,0,0,-16.77
BROA_P,Broadford,T1,T,16,0.5,0.1,0,4,15,3,0,0,0,-0.97
BROR_P,Brora,T5,T,8,0.4,0.2,0,2,0,0,0,0,0,-0.48
BROX,Broxburn,S6,S,61,9.9,7.0,0,7,0,0,3,0,0,-2.99
BUMU_P,Burghmuir,T4,T,49,1.7,-0.1,1,13,0,1,0,0,0,-2.58
BURM_1,Burwell Main,J7,J,337,39.9,16.1,63,977,44,0,18,0,0,-17.27
BUSH_1,Bushbury,L2,L,188,11.1,-4.1,3,91,7,0,38,0,0,-8.59
BUST_1,Bustleholme,L3,L,297,92.0,-78.5,2,64,0,0,17,0,0,-12.16
CAIF_P,Cairnford,T2,T,0,0.0,0.0,0,0,0,0,0,0,0,0.00
CAMB_01,Camblesforth,P4,P,38,-11.0,-11.8,35,23,124,0,19,0,0,-1.93
CBNK_H,Canal Bank,A7,A,31,-0.1,-0.7,0,4,0,0,1,0,0,-1.61
CANTN1,Canterbury,C7,C,214,36.1,8.4,4,256,151,0,69,0,0,-11.70
CAPEA1,Capenhurst,N3,N,324,53.5,3.2,21,49,0,0,23,0,0,-19.09
CARE_1,Cardiff East,H2,H,140,16.2,-15.4,52,64,4,0,65,0,0,-7.65
CATY,Carntyne,S6,S,24,2.7,1.0,0,2,0,0,2,0,0,-1.16
CAAD_P,Carradale,T3,T,21,2.6,0.8,0,5,11,1,2,0,0,-1.20
CARR_1,Carrington,N2,N,323,23.4,13.4,2,35,0,1,144,0,0,-16.72
CAFA,Carsfad,S6,S,0,0.0,0.0,0,1,0,0,0,0,0,0.00
CASS_P,Cassley,T5,T,2,-0.1,-0.4,0,2,0,5,0,0,0,-0.10
CEAN_P,Ceannacroc,T1,T,2,0.8,0.8,0,0,0,2,0,0,0,-0.08
CELL_1,Cellarhead,L5,L,629,69.8,6.4,15,261,4,0,59,0,0,-31.12
CHAP,Chapelcross,S6,S,30,3.2,-6.1,1,14,38,1,3,0,0,-2.89
CHAR_P,Charleston,T4,T,22,0.9,0.4,0,0,8,2,7,0,0,-0.98
CHAS,Charlotte Street,S6,S,62,4.2,1.7,0,4,0,0,1,0,0,-4.68
CHSI_1,Chessington,A8,A,273,84.7,13.0,2,46,0,0,9,0,0,-11.14
CHTE_1,Chesterfield,P3,P,536,14.9,-8.1,90,439,41,0,240,0,0,-27.45
CHIC_1,Chickerell,E1,E,102,15.4,6.8,3,253,1,0,6,0,0,-5.45
CITR_1,City Road,A7,A,692,104.9,6.7,0,7,0,0,14,0,0,-50.65
CLAC_P,Clachan,T3,T,4,1.8,1.8,0,6,0,15,0,0,0,-0.22
CLT03,Clacton,J5,J,88.4,11.4,-4.5,0,42,0,0,14,0,0,-3.83
CLAY_P,Clayhills,T2,T,28,3.7,1.8,0,4,0,0,5,0,0,-2.09
CLYM,Clyde’s Mill,S6,S,75,11.0,3.3,0,1,0,0,13,0,0,-4.03
COAT,Coatbridge,S6,S,65,6.2,2.8,1,12,3,0,1,0,0,-3.46
COCK,Cockenzie,S6,S,55,6.2,2.7,1,13,1,0,4,0,0,-2.69
CONQA1,Connah's Quay,M5,M,240,13.1,-0.6,105,234,210,0,43,0,0,-13.01
COUA_P,Coupar Angus,T4,T,27,9.3,8.4,1,15,10,2,2,0,0,-1.31
COVE_1,Coventry,L3,L,505,33.6,-8.0,7,153,127,0,134,0,0,-24.58
COWL_1,Cowley,D6,D,554,71.8,-41.3,59,695,0,1,54,0,0,-29.54
COYL,Coylton,S6,S,57,4.4,2.8,1,12,55,2,15,0,0,-2.84
CRAI_P,Craigiebuckler,T2,T,30,-0.9,-1.1,0,1,1,0,1,0,0,-1.21
CREB_1,Creyke Beck,P8,P,519,93.4,3.0,110,215,215,0,223,0,0,-27.69
CUMB,Cumbernauld,S5,S,47,5.2,0.8,1,17,6,0,35,0,0,-2.68
CUPA,Cupar,S5,S,62,4.8,4.4,1,51,7,0,9,0,0,-3.21
CURR,Currie,S6,S,14,-0.1,-0.1,0,0,0,0,1,0,0,-0.52
DALL_P,Dallas,T1,T,0,0.0,0.0,0,0,0,0,0,0,0,0.00
DALM3,Dalmarnock,S6,S,37,2.8,0.5,0,7,0,0,10,0,0,-2.05
DEVM,Devol Moor,S6,S,29,3.7,2.5,0,5,36,0,0,0,0,-1.81
DEVO,Devonside,S5,S,61,8.0,0.8,1,62,100,1,3,0,0,-2.97
DEWP,Dewar Place,S6,S,59,3.2,-0.3,0,1,0,0,0,0,0,-4.00
DOUN_P,Dounreay,T5,T,11,4.8,4.4,0,10,16,0,0,0,0,-0.72
DRAK_1,Drakelow,L2,L,192,21.0,15.6,53,220,2,0,46,0,0,-10.16
DRAX_1,Drax,P4,P,123,1.6,-8.5,1,38,51,0,91,0,0,-7.08
DRUM,Drumchapel,S5,S,73,12.1,1.2,0,4,0,0,1,0,0,-2.55
DRCR,Drumcross,S5,S,21,3.5,1.8,30,9,0,0,0,0,0,-1.14
DUDH_P,Dudhope,T4,T,47,4.7,2.6,1,10,0,0,0,0,0,-2.79
DUNB,Dunbar,S6,S,0,0.0,-6.3,0,1,0,0,0,0,0,-1.29
DUBE_P,Dunbeath,T5,T,0,1.0,-0.4,0,0,0,0,0,0,0,0.00
DUNF,Dunfermline,S5,S,39,0.2,-1.0,0,15,1,0,18,0,0,-1.67
DUNO_P,Dunoon,S5,S,12,-1.2,-1.2,0,14,0,12,0,0,0,-0.69
DUGR_P,Dunvegan,T1,T,6,1.3,1.0,0,2,0,0,0,0,0,-0.31
DYCE_P,Dyce,T2,T,34,0.3,-1.8,1,22,27,0,3,0,0,-1.79
EALI_6,Ealing,A7,A,222,-2.7,-7.0,1,17,0,0,15,0,0,-11.59
EAST,Earlstoun,S6,S,0,0.0,0.0,0,1,0,2,0,0,0,0.00
ECLA_1,East Claydon,D4,D,389,44.1,-1.0,91,328,1,0,117,0,0,-19.28
ECLA_H,East Claydon,D4,D,0,0.0,0.0,0,0,0,0,9,0,0,0.00
EKIL,East Kilbride,S6,S,53,6.2,1.7,1,15,0,1,0,0,0,-2.57
EKIS,East Kilbride South,S6,S,36,5.5,-2.8,0,1,107,0,11,0,0,-1.38
EERH,Easterhouse,S6,S,88,6.3,0.8,1,12,0,0,3,0,0,-4.13
EASO_1,Eaton Socon,J4,J,267,39.6,16.6,107,567,78,0,11,0,0,-11.29
ECCL,Eccles,S6,S,28,2.5,0.7,1,22,42,0,1,0,0,-1.31
ELDE,Elderslie,S6,S,38,0.3,-2.0,0,7,0,0,1,0,0,-1.46
ELGI_P,Elgin,T1,T,46,6.9,4.1,1,22,5,0,3,0,0,-2.76
ELLA_1,Elland,P1,P,349,57.1,9.8,30,82,58,0,62,0,0,-17.24
ELST_1,Elstree,A6,A,482,69.6,-13.2,53,53,0,0,16,0,0,-25.38
ENDE_1,Enderby,L8,L,510,76.4,31.4,60,261,3,0,28,0,0,-28.31
ERSK,Erskine,S6,S,25,1.7,0.9,30,2,0,0,1,0,0,-1.04
EXET1,Exeter,F6,F,355,15.1,-11.7,11,447,1,0,31,0,0,-19.19
FASN_P,Fasnakyle,T1,T,2,3.2,3.2,0,1,3,1,0,0,0,-0.10
FAWL_1,Fawley,B2,B,202,62.0,6.8,4,284,0,7,10,0,0,-10.75
FECK_6,Feckenham,L3,L,411,99.3,48.3,13,497,1,0,145,0,0,-18.85
FERRA2,Ferrybridge A,P5,P,99,12.3,2.6,1,59,1,0,28,0,0,-4.19
FERRB1,Ferrybridge B,P5,P,0,9.8,0.0,8,156,8,1,12,0,0,0.00
FERRB_M,Ferrybridge B,P6,P,143,11.8,11.8,0,0,14,0,179,0,0,-4.71
FETT_P,Fetteresso,T2,T,0,0.0,0.0,0,0,0,0,1,0,0,0.00
FIDD_P,Fiddes,T2,T,17,1.4,1.4,1,27,46,0,1,0,0,-0.86
FIDF_1,Fiddlers Ferry,N1,N,379,14.4,-6.2,5,83,1,0,111,0,0,-21.24
FINN,Finnieston,S5,S,26,3.4,0.7,0,0,0,0,0,0,0,-1.78
FLEE_1,Fleet,B3,B,825,295.7,91.5,12,313,28,22,84,0,0,-37.25
FAUG_P,Fort Augustus,T1,T,6,-1.5,-2.1,0,5,0,20,0,0,0,-0.38
FWIL_P,Fort William,T1,T,31,2.7,1.3,0,18,0,31,1,0,0,-1.96
FOUR_1,Fourstones,Q8,Q,29,1.2,0.7,20,36,128,0,1,0,0,-1.73
FRAS_P,Fraserburgh,T2,T,21,5.8,3.9,1,5,2,0,0,0,0,-1.18
FROD_1,Frodsham,N3,N,280,15.2,3.7,525,162,82,0,248,0,0,-12.73
GALA,Galashiels,S6,S,39,7.0,3.1,1,15,25,0,4,0,0,-2.15
GIFF,Giffnock,S6,S,72,3.7,-2.1,0,5,6,0,2,0,0,-2.63
GLEF_P,Glenfarclas,T1,T,0,0.0,0.0,0,0,0,0,0,0,0,0.00
GLLE,Glenlee,S6,S,0,0.0,0.0,0,1,0,55,0,0,0,0.00
GLLU,Glenluce,S6,S,23,3.6,0.3,1,9,114,0,3,0,0,-1.29
GLNI,Glenniston,S5,S,23,3.3,2.2,0,14,49,0,0,0,0,-1.03
GLRO,Glenrothes,S5,S,34,16.2,12.1,30,15,0,1,1,0,0,-1.56
GORG,Gorgie,S6,S,31,4.5,3.8,0,1,0,0,1,0,0,-1.44
GOVA,Govan,S6,S,38,2.7,1.0,0,5,0,0,1,0,0,-2.09
GREE_H,Greenford,A7,A,37,-0.1,-0.8,0,4,0,0,1,0,0,-1.84
GREN_1,Grendon,J6,J,726,75.0,34.0,65,837,151,0,196,0,0,-36.34
GRIW_1,Grimsby West,P7,P,225,20.8,4.2,80,140,39,0,174,0,0,-11.89
GRUB_P,Grudie Bridge,T1,T,21,-2.6,-2.6,0,12,1,34,1,0,0,-1.32
HACK_1,Hackney 132kV,A1,A,148,10.4,4.3,1,26,0,0,5,0,0,-8.63
HACK_6,Hackney 66kV,A1,A,169,14.6,4.8,0,6,0,0,5,0,0,-9.16
HAGR,Haggs Road,S6,S,40,5.2,3.1,0,3,0,0,1,0,0,-1.77
HAMHC1,Hams Hall,L3,L,385,123.2,82.7,102,126,0,0,36,0,0,-20.12
HARK_1,Harker,Q8,Q,396,92.2,70.4,6,218,297,16,139,0,0,-24.05
HARM_6,Hart Moor,Q4,Q,101,-4.6,-10.2,32,45,64,0,87,0,0,-4.60
HAWI,Hawick,S6,S,27,3.8,0.8,0,7,23,0,1,0,0,-1.30
HAWP_6,Hawthorn Pit,Q4,Q,102,1.6,-0.4,3,71,29,0,6,0,0,-3.83
HELE,Helensburgh,S5,S,22,0.6,-0.3,30,4,0,0,0,0,0,-1.00
HEYS_1,Heysham (NGET),R5,R,106,-21.1,-25.4,77,85,37,0,13,0,0,-5.02
HEYS1,Heysham (Barrow WF),R5,R,9,-1.2,-1.5,0,35,0,0,1,0,0,-0.31
HUER,Hunterston Farm,S6,S,5,1.2,-0.4,0,1,0,0,0,0,0,-0.21
HURS_1,Hurst,A8,A,268,-29.1,-112.7,2,30,0,0,10,0,0,-14.05
HUTT_1,Hutton,R6,R,205,65.0,50.8,3,154,4,6,7,0,0,-12.29
IMPK_1,Imperial Park,H6,H,15,1.4,-0.1,0,140,0,0,0,0,0,-0.85
INDQ1,Indian Queens,F6,F,459,67.3,34.2,45,830,132,1,108,0,0,-22.23
INKE,Inverkeithing,S5,S,44,-0.8,-2.6,1,17,2,0,0,0,0,-1.74
INNE_P,Inverness,T1,T,63,-0.7,-4.0,1,14,1,10,2,0,0,-3.13
IROA1,Iron Acton,G5,G,660,79.8,3.0,261,515,21,0,94,0,0,-32.61
IRONB1,Ironbridge,L5,L,226,26.1,4.9,3,179,1,0,96,0,0,-11.61
ISLI_1,Islington,A7,A,319,36.2,36.2,0,0,0,0,3,0,0,0.00
IVER_1,Iver 132kV,A6,A,311,39.5,-21.8,9,46,0,0,17,0,0,-17.00
IVER_6,Iver 66kV,A6,A,155,13.0,-10.9,1,16,7,0,52,0,0,-6.99
JOHN,Johnstone,S6,S,52,2.9,2.0,0,7,2,0,5,0,0,-2.19
JORD_3,Jordanthorpe,P3,P,50,-2.9,-5.8,1,17,0,0,2,0,0,-1.91
KAIM,Kaimes,S6,S,108,8.8,2.2,2,35,44,0,6,0,0,-4.85
KEAD_1,Keadby,P8,P,316,16.2,-21.2,59,299,189,0,228,0,0,-16.43
KEAR_1,Kearsley 132kV,N4,N,533,89.3,12.3,41,115,1,0,93,0,0,-26.00
KEAR_3,Kearsley 33kV,N4,N,112,6.1,3.1,0,22,0,0,28,0,0,-5.30
KEIT_P,Keith,T1,T,43,5.2,5.1,11,34,51,3,8,0,0,-3.27
KEMS_1,Kemsley,C3,C,151,31.3,7.0,2,222,34,0,23,0,0,-7.01
KEOO,Kendoon,S6,S,0,0.0,0.0,0,1,0,59,0,0,0,0.00
KIER,Killermont,S5,S,66,7.6,0.7,0,15,0,0,7,0,0,-2.52
KIIN_P,Killin,T4,T,7,12.7,10.6,0,7,0,10,6,0,0,-0.27
KILS,Kilmarnock South,S6,S,43,-0.5,-2.7,0,8,22,0,3,0,0,-2.10
KILT,Kilmarnock Town,S6,S,67,8.2,4.2,1,9,14,0,10,0,0,-3.76
KILW,Kilwinning,S6,S,47,6.9,1.2,40,8,14,0,23,0,0,-1.94
KINO_1,Kingsnorth,C2,C,233,-21.7,-63.1,51,93,0,0,19,0,0,-10.01
KINL_P,Kinlochleven,T1,T,6,7.0,4.9,0,0,0,2,0,0,0,-0.44
KINT_P,Kintore,T2,T,70,6.4,5.8,2,50,9,0,1,0,0,-4.35
KIBY_1,Kirkby (_D),N1,N,227,16.7,-31.8,5,38,1,0,8,0,0,-12.21
KIBY_G,Kirkby (_G),N1,N,61,4.1,-4.2,2,33,0,0,3,0,0,-1.95
KIRKB1,Kirkstall B,P1,P,245,25.1,-0.5,2,36,4,0,21,0,0,-13.59
KITW_1,Kitwell,L2,L,335,71.9,-102.4,3,53,0,0,10,0,0,-14.76
KNAR,Knaresborough,P2,P,181,35.5,35.5,7,108,22,0,76,0,0,-9.67
LACK_6,Lackenby,Q2,Q,179,10.9,-23.5,8,80,71,0,37,0,0,-8.62
LAIR_P,Lairg,T5,T,4,-0.4,-2.5,0,7,8,6,0,0,0,-0.26
LALE1SG003,Laleham,A6,A,245,21.0,-28.7,1,23,0,0,27,0,0,-13.09
LAND1,Landulph,F6,F,226,11.2,-7.8,32,412,9,6,171,0,0,-10.25
LEGA_1,Legacy,M4,M,334,52.9,35.2,7,250,186,2,48,0,0,-18.25
LEVE,Leven,S5,S,42,6.5,5.2,1,17,21,0,20,0,0,-1.95
LINM,Linnmill,S6,S,67,8.7,0.4,21,20,86,26,6,0,0,-3.24
LISD_1,Lister Drive,N1,N,374,-7.5,-69.5,44,65,25,0,59,0,0,-17.50
LITT_C,Littlebrook (_C),A8,A,149,40.3,-0.3,9,25,1,0,14,0,0,-9.67
LITT_J,Littlebrook (_J),A8,A,41,0.8,0.8,0,7,0,0,2,0,0,-0.62
LING,Livingston East,S6,S,58,15.7,5.1,1,13,85,0,5,0,0,-2.82
LODR_6,Lodge Road,A7,A,276,47.7,-26.3,0,10,0,0,3,0,0,-21.45
LOUD_H,Loudwater,A6,A,57,10.8,0.3,1,15,0,0,2,0,0,-2.45
LOVE_1,Lovedean,B2,B,583,2.6,-137.8,11,536,23,0,79,0,0,-29.31
LUNA_P,Lunanhead,T4,T,36,2.9,1.5,11,46,6,2,7,0,0,-1.97
LYND_P,Lyndhurst,T4,T,28,-0.1,-0.7,0,3,2,0,1,0,0,-1.28
MACC_3,Macclesfield,N6,N,117,-0.1,-0.1,20,39,0,0,62,0,0,-6.43
MACD_P,Macduff,T1,T,28,3.3,2.9,1,29,59,0,1,0,0,-1.82
MANN_1,Mannington,E1,E,716,50.2,-8.8,184,879,7,0,104,0,0,-36.06
MAGA_6,Margam,H1,H,71,38.7,-2.0,19,27,153,0,2,0,0,-3.49
MAYB,Maybole,S6,S,25,4.3,0.7,0,6,2,1,20,0,0,-1.42
MELK_1,Melksham,G6,G,503,100.5,18.1,215,1034,17,0,225,0,0,-25.84
MILH_1,Mill Hill,A6,A,214,-7.6,-37.6,1,17,0,1,7,0,0,-8.19
MILC_P,Milton of Craigie,T4,T,57,1.1,0.9,1,17,8,1,15,0,0,-2.80
MITY_1,Minety,G6,G,392,56.5,-2.0,232,773,16,6,28,0,0,-19.95
MYBS_P,Mybster,T5,T,13,15.6,14.9,0,14,31,0,1,0,0,-0.71
NAIR_P,Nairn,T1,T,33,5.1,2.1,1,10,3,0,2,0,0,-1.97
NECE_1,Nechells,L3,L,455,95.7,-5.3,5,95,0,0,92,0,0,-20.76
NEEP_3,Neepsend,P3,P,82,9.0,4.3,1,23,0,0,8,0,0,-4.06
NEWX_6,New Cross,A4,A,388,94.3,0.8,2,34,0,0,46,0,0,-23.13
NEAR,Newarthill,S6,S,99,10.9,8.2,0,5,5,0,13,0,0,-4.13
NETS,Newton Stewart,S6,S,15,3.2,2.3,0,1,0,0,1,0,0,-0.91
NINF_1,Ninfield,B1,B,473,111.2,23.5,109,293,102,0,38,0,0,-22.88
NHYD_6,North Hyde,A6,A,153,37.9,8.1,2,25,0,0,3,0,0,-8.63
NFLE,Northfleet East,C2,C,449,102.2,0.3,106,235,0,0,47,0,0,-23.73
NORT_1,Norton,Q4,Q,494,17.8,-20.0,108,228,45,1,120,0,0,-26.56
NORL_3,Norton Lees,P3,P,60,-0.8,-4.2,0,14,0,0,1,0,0,-2.66
NORM_1,Norwich Main,J3,J,464,32.0,-46.0,24,941,103,0,38,0,0,-22.38
NURS_1,Nursling,B2,B,340,95.1,17.3,135,311,0,9,67,0,0,-17.81
OCKH_1,Ocker Hill,L2,L,108,11.3,8.6,1,30,0,0,16,0,0,-5.17
OFFE_3,Offerton,Q4,Q,54,1.4,1.4,1,18,0,0,5,0,0,-2.60
OLDB_1,Oldbury,L2,L,115,8.6,-6.4,2,37,0,0,50,0,0,-5.02
ORMO,Ormonde,R5,R,21,1.1,0.1,0,0,0,0,1,0,0,-0.95
ORRI_P,Orrin,T1,T,0,0.0,0.0,0,0,1,0,0,0,0,0.00
OSBA_1,Osbaldwick,P6,P,342,-2.2,-2.3,65,142,5,9,38,0,0,-18.22
PADIB1,Padiham,N5,N,280,9.3,6.8,3,75,41,0,27,0,0,-13.33
PAIS,Paisley,S6,S,31,3.3,0.0,0,1,0,0,1,0,0,-1.89
PART,Partick,S5,S,44,3.6,2.1,0,1,0,0,1,0,0,-2.28
PELH_1,Pelham,D5,D,298,5.6,-5.4,86,367,1,0,33,0,0,-14.75
PEMB_1,Pembroke,H6,H,196,-9.7,-22.7,4,473,23,1,18,0,0,-11.96
PENN_1,Penn,L1,L,256,34.7,4.5,1,11,0,0,69,0,0,-12.16
PENT_1,Pentir,M6,M,132,9.1,-7.2,3,196,68,6,6,0,0,-7.13
PENE_1,Penwortham East,R4,R,382,25.5,7.6,156,93,46,0,208,0,0,-22.37
PENW_1,Penwortham West,R4,R,280,25.0,10.3,63,127,13,0,122,0,0,-15.25
